txn_id,timestamp,user_id,merchant_id,amount,status,utr_status,is_disputed
TXN00018355,2026-02-27 04:07:29,USR34222,MCH9462,1587.62,SUCCESS,MISSING,False
TXN00006186,2026-02-07 05:44:14,USR22014,MCH1590,20069.41,SUCCESS,MISSING,False
TXN00019131,2026-01-03 07:45:51,USR85747,MCH4865,6015.24,SUCCESS,MISSING,False
TXN00007726,2026-01-22 05:17:45,USR65704,MCH8597,3501.62,SUCCESS,MISSING,False
TXN00005925,2026-01-22 11:47:07,USR62850,MCH7546,6144.0,SUCCESS,MISSING,False
TXN00015590,2026-03-24 11:46:53,USR86695,MCH7670,805.73,SUCCESS,MISSING,False
TXN00006450,2026-02-20 18:55:07,USR54208,MCH6468,13796.68,FAILED,MISSING,False
TXN00010391,2026-01-17 07:35:12,USR90733,MCH3255,22160.55,SUCCESS,MISSING,False
TXN00004686,2026-02-24 23:12:24,USR43853,MCH4239,9834.11,SUCCESS,MISSING,True
TXN00016294,2026-02-22 15:48:50,USR27725,MCH2497,21121.69,SUCCESS,MISSING,False
TXN00003562,2026-02-14 21:25:10,USR93020,MCH1997,20561.31,FAILED,MISSING,False
TXN00012388,2026-02-05 16:14:11,USR39967,MCH7716,11288.89,SUCCESS,MISSING,False
TXN00011759,2026-01-31 22:30:56,USR42593,MCH8079,22743.86,SUCCESS,MISSING,False
TXN00005049,2026-01-06 02:44:06,USR15789,MCH8440,8367.72,SUCCESS,MISSING,False
TXN00013284,2026-01-06 21:16:57,USR44944,MCH8717,5890.79,FAILED,MISSING,False
TXN00003004,2026-03-20 03:03:33,USR44177,MCH5238,15625.6,SUCCESS,MISSING,False
TXN00007231,2026-01-15 04:40:06,USR96411,MCH1335,242.66,SUCCESS,MISSING,False
TXN00016399,2026-02-05 20:05:40,USR57040,MCH7063,1147.0,SUCCESS,MISSING,False
TXN00004082,2026-02-26 21:11:16,USR55947,MCH5417,5840.99,SUCCESS,MISSING,False
TXN00009664,2026-01-21 05:13:48,USR40771,MCH8570,990.93,SUCCESS,MISSING,False
TXN00000391,2026-02-06 19:04:16,USR98436,MCH5714,24762.72,SUCCESS,MISSING,False
TXN00001881,2026-03-22 13:36:56,USR55561,MCH1401,17225.24,SUCCESS,MISSING,False
TXN00015316,2026-03-19 05:14:31,USR10923,MCH9944,20956.02,SUCCESS,MISSING,True
TXN00000063,2026-02-14 14:32:15,USR97771,MCH1252,20720.15,SUCCESS,MISSING,False
TXN00019464,2026-01-29 05:54:59,USR65270,MCH3676,15277.08,SUCCESS,MISSING,False
TXN00017767,2026-02-28 23:27:24,USR70030,MCH8833,516.55,PENDING,MISSING,False
TXN00004988,2026-01-08 11:35:10,USR71846,MCH4557,15010.28,SUCCESS,MISSING,False
TXN00019719,2026-03-19 03:46:31,USR12187,MCH2896,22907.0,SUCCESS,MISSING,True
TXN00013603,2026-02-03 02:07:34,USR71797,MCH3014,11816.78,SUCCESS,MISSING,False
TXN00015689,2026-03-14 18:51:10,USR99824,MCH5254,5807.3,SUCCESS,MISSING,False
TXN00000455,2026-01-26 07:37:41,USR84588,MCH5122,2788.83,SUCCESS,MISSING,False
TXN00009915,2026-01-29 14:30:34,USR24130,MCH2428,11292.88,SUCCESS,MISSING,False
TXN00009600,2026-02-15 16:27:04,USR49025,MCH4368,9968.57,SUCCESS,MISSING,False
TXN00002725,2026-02-12 16:39:38,USR51087,MCH1708,9956.15,SUCCESS,MISSING,False
TXN00004659,2026-03-24 06:02:34,USR87941,MCH4350,4738.0,SUCCESS,MISSING,False
TXN00009170,2026-03-27 16:50:48,USR95260,MCH1763,7147.81,SUCCESS,MISSING,False
TXN00007486,2026-02-26 02:48:27,USR71609,MCH4840,16969.72,SUCCESS,MISSING,False
TXN00007432,2026-02-28 14:11:52,USR21689,MCH9205,11507.96,SUCCESS,MISSING,False
TXN00019802,2026-02-02 01:22:06,USR15380,MCH1244,1802.98,SUCCESS,MISSING,False
TXN00007565,2026-03-21 22:19:27,USR99491,MCH4906,12512.63,SUCCESS,MISSING,False
TXN00019269,2026-03-15 06:57:44,USR46014,MCH8188,16390.09,SUCCESS,MISSING,True
TXN00013862,2026-01-17 15:17:50,USR87333,MCH3091,7434.96,SUCCESS,MISSING,False
TXN00015812,2026-02-04 08:16:07,USR69525,MCH9506,1344.88,SUCCESS,MISSING,False
TXN00009956,2026-01-25 22:45:00,USR73915,MCH6163,8743.36,SUCCESS,MISSING,False
TXN00015698,2026-03-08 10:01:03,USR38355,MCH6712,17691.39,FAILED,MISSING,False
TXN00015293,2026-03-05 02:50:15,USR97543,MCH9920,17443.89,SUCCESS,MISSING,False
TXN00013200,2026-02-21 15:19:20,USR11930,MCH6986,4655.68,PENDING,MISSING,False
TXN00016678,2026-02-18 13:35:16,USR87037,MCH4746,8546.99,SUCCESS,MISSING,False
TXN00010079,2026-02-23 04:01:47,USR32631,MCH9029,1430.45,SUCCESS,MISSING,False
TXN00012126,2026-03-30 02:13:40,USR66234,MCH5344,23079.37,FAILED,MISSING,False
TXN00007814,2026-02-06 20:07:52,USR56351,MCH6094,10793.39,SUCCESS,MISSING,False
TXN00013608,2026-02-20 10:55:50,USR59401,MCH3826,17096.43,FAILED,MISSING,False
TXN00014685,2026-01-18 01:24:32,USR26814,MCH5741,19736.6,SUCCESS,MISSING,False
TXN00017185,2026-03-12 16:37:32,USR63345,MCH5658,5565.73,SUCCESS,MISSING,True
TXN00009384,2026-02-23 21:39:23,USR37664,MCH3117,9405.0,FAILED,MISSING,False
TXN00016346,2026-03-31 11:41:43,USR26005,MCH7124,13062.01,SUCCESS,MISSING,False
TXN00003222,2026-01-31 00:00:00,USR40345,MCH6950,4042.46,SUCCESS,MISSING,False
TXN00014897,2026-01-23 19:04:38,USR41646,MCH5242,13439.22,SUCCESS,MISSING,False
TXN00019740,2026-01-08 12:35:54,USR36680,MCH4773,9446.95,SUCCESS,MISSING,False
TXN00017837,2026-03-29 08:50:50,USR32530,MCH1386,1350.77,SUCCESS,MISSING,False
TXN00014289,2026-03-27 16:30:14,USR18326,MCH8700,19447.53,SUCCESS,MISSING,False
TXN00013605,2026-01-06 06:50:15,USR10731,MCH5590,471.0,SUCCESS,MISSING,False
TXN00014122,2026-03-17 14:22:14,USR22509,MCH7448,9286.98,SUCCESS,MISSING,True
TXN00008163,2026-01-10 22:18:52,USR28083,MCH7755,10521.55,SUCCESS,MISSING,False
TXN00015157,2026-03-08 00:28:13,USR22931,MCH7741,6194.22,SUCCESS,MISSING,False
TXN00011916,2026-01-25 13:29:34,USR55146,MCH2440,24729.71,SUCCESS,MISSING,False
TXN00014819,2026-03-26 09:53:26,USR47790,MCH8278,433.06,FAILED,MISSING,False
TXN00015202,2026-03-31 15:06:49,USR75875,MCH8846,13050.47,FAILED,MISSING,False
TXN00017162,2026-03-21 14:49:07,USR22269,MCH9991,15855.0,SUCCESS,MISSING,False
TXN00012824,2026-03-15 03:05:52,USR86648,MCH2870,15284.25,SUCCESS,MISSING,False
TXN00017633,2026-01-24 08:27:36,USR60769,MCH8242,11551.99,FAILED,MISSING,False
TXN00019676,2026-01-10 06:16:21,USR41715,MCH1895,10711.98,SUCCESS,MISSING,False
TXN00018424,2026-02-17 16:21:10,USR82082,MCH8207,17168.0,SUCCESS,MISSING,False
TXN00018747,2026-02-14 01:20:39,USR33740,MCH2132,108.11,SUCCESS,MISSING,False
TXN00010246,2026-02-03 00:24:13,USR29901,MCH7122,24174.96,FAILED,MISSING,False
TXN00004026,2026-03-15 00:52:47,USR63435,MCH9046,20610.52,SUCCESS,MISSING,False
TXN00002265,2026-02-28 11:41:28,USR35472,MCH1244,15181.17,SUCCESS,MISSING,False
TXN00010917,2026-03-31 08:45:59,USR77237,MCH6922,2668.65,SUCCESS,MISSING,False
TXN00001771,2026-01-02 08:25:58,USR80550,MCH5447,11491.57,SUCCESS,MISSING,False
TXN00007311,2026-01-15 14:05:07,USR98387,MCH7818,24171.97,SUCCESS,MISSING,False
TXN00010211,2026-03-10 16:50:26,USR48883,MCH8908,24399.82,SUCCESS,MISSING,False
TXN00007169,2026-01-08 10:10:12,USR70718,MCH2009,6567.78,SUCCESS,MISSING,False
TXN00003831,2026-02-01 02:11:51,USR20747,MCH3666,9531.0,SUCCESS,MISSING,False
TXN00011254,2026-01-14 19:43:16,USR65289,MCH8698,22544.52,SUCCESS,MISSING,False
TXN00008274,2026-02-06 01:25:17,USR90008,MCH3528,14727.51,SUCCESS,MISSING,True
TXN00009918,2026-01-04 10:18:57,USR11305,MCH9852,5309.0,SUCCESS,MISSING,False
TXN00015148,2026-03-24 18:08:50,USR91619,MCH7056,19044.42,SUCCESS,MISSING,False
TXN00017300,2026-03-28 09:10:57,USR45971,MCH1948,18832.16,SUCCESS,MISSING,True
TXN00012499,2026-01-19 00:00:00,USR39919,MCH4870,19139.81,SUCCESS,MISSING,False
TXN00009300,2026-01-29 04:53:10,USR21417,MCH2379,2471.38,SUCCESS,MISSING,False
TXN00017390,2026-03-19 02:23:09,USR58446,MCH4992,5886.54,SUCCESS,MISSING,False
TXN00015024,2026-01-13 09:56:18,USR93620,MCH9134,19330.74,SUCCESS,MISSING,False
TXN00010535,2026-01-23 02:46:14,USR92349,MCH9448,14925.45,PENDING,MISSING,False
TXN00017769,2026-02-20 08:28:06,USR55545,MCH7462,10031.24,SUCCESS,MISSING,False
TXN00002803,2026-01-04 00:00:00,USR92773,MCH2425,23593.1,SUCCESS,MISSING,False
TXN00004469,2026-03-03 16:49:34,USR87460,MCH4782,23732.33,SUCCESS,MISSING,False
TXN00017789,2026-01-22 23:42:06,USR48039,MCH9751,6067.52,SUCCESS,MISSING,False
TXN00015782,2026-03-29 05:40:47,USR52542,MCH7630,17069.22,SUCCESS,MISSING,False
TXN00019923,2026-01-30 09:00:43,USR29915,MCH1721,14494.92,SUCCESS,MISSING,False
TXN00018849,2026-02-02 18:30:26,USR33331,MCH1368,24556.66,SUCCESS,MISSING,False
TXN00014563,2026-03-12 10:05:28,USR72687,MCH4241,11712.53,SUCCESS,MISSING,False
TXN00016625,2026-01-17 00:04:06,USR55151,MCH8430,12088.12,SUCCESS,MISSING,False
TXN00019180,2026-03-13 05:02:46,USR34618,MCH4401,13586.9,PENDING,MISSING,True
TXN00011580,2026-01-13 10:43:23,USR10824,MCH8134,20277.43,SUCCESS,MISSING,False
TXN00007995,2026-01-11 00:01:44,USR58846,MCH3150,2928.93,FAILED,MISSING,False
TXN00014971,2026-03-05 23:17:33,USR87165,MCH4159,24995.13,PENDING,MISSING,False
TXN00011769,2026-03-21 23:23:06,USR77653,MCH7848,265.74,SUCCESS,MISSING,False
TXN00016973,2026-03-12 04:04:05,USR19386,MCH3508,17420.87,SUCCESS,MISSING,False
TXN00017187,2026-02-09 00:00:00,USR38797,MCH4024,10235.64,SUCCESS,MISSING,False
TXN00011601,2026-01-24 17:05:40,USR33735,MCH1197,9632.18,SUCCESS,MISSING,False
TXN00000545,2026-01-16 16:30:47,USR68246,MCH9069,15457.02,SUCCESS,MISSING,False
TXN00015165,2026-03-24 10:36:37,USR38001,MCH8818,7472.0,SUCCESS,MISSING,False
TXN00016647,2026-01-07 08:12:16,USR89657,MCH1294,23678.44,SUCCESS,MISSING,False
TXN00001367,2026-03-21 01:19:41,USR22074,MCH6782,17898.47,SUCCESS,MISSING,False
TXN00012830,2026-01-14 09:33:00,USR42409,MCH8649,2777.61,SUCCESS,MISSING,False
TXN00000680,2026-01-01 03:56:27,USR70000,MCH8135,21639.02,SUCCESS,MISSING,True
TXN00016136,2026-02-21 19:17:54,USR35068,MCH5538,11927.87,SUCCESS,MISSING,False
TXN00016157,2026-02-03 17:38:41,USR64212,MCH7689,7561.75,SUCCESS,MISSING,False
TXN00012722,2026-03-20 08:00:59,USR46521,MCH7806,2126.06,SUCCESS,MISSING,False
TXN00019729,2026-02-16 21:27:46,USR80421,MCH1344,19194.21,SUCCESS,MISSING,False
TXN00009830,2026-03-02 12:16:27,USR97916,MCH8170,16535.02,SUCCESS,MISSING,False
TXN00005236,2026-03-17 19:46:07,USR86787,MCH1413,193.75,SUCCESS,MISSING,False
TXN00006412,2026-03-17 15:35:03,USR78645,MCH5310,8812.25,SUCCESS,MISSING,False
