merchant_id,merchant_id_raw,merchant_name,mcc,mcc_source,mcc_category_conflict,merchant_category,merchant_category_raw,business_type,city,state,city_state_mismatch,onboarding_date,onboarding_in_future,settlement_account_type,settlement_account_last4,merchant_status,declared_avg_ticket_size,ticket_size_was_negative,id_record_count
MCH1035,MCH1035,Minhas-Khatri,5812,mcc_field,False,Restaurants,Restaurants,Sole Proprietor,Mumbai,Maharashtra,False,2024-01-24 00:00:00,False,VIRTUAL_ACCOUNT,9781,ACTIVE,5777.68,False,1
MCH1039,mch1039,Lal-Barad,4814,mcc_field,False,Telecom,TELECOM,Sole Proprietor,Lucknow,Uttar Pradesh,False,2025-07-28 00:43:00,False,MISSING,,ACTIVE,3062.03,False,2
MCH1040,MCH1040,Chand Plc,5912,mcc_field,False,Pharmacy,Medical,Individual,Pune,Maharashtra,False,2024-09-08 00:00:00,False,MISSING,,ACTIVE,653.92,False,2
MCH1041,MCH1041,Patla-Som,5699,inferred_from_category,False,Apparel,Fashion,Private Limited,Kolkata,West Bengal,False,2024-04-21 00:00:00,False,MISSING,,ACTIVE,3701.53,False,1
MCH1044,MCH 1044,"Jha, Salvi and Setty",5311,mcc_field,False,Department Stores,Retail,Partnership,Hyderabad,Telangana,False,2024-10-28 00:00:00,False,VIRTUAL_ACCOUNT,6020,ACTIVE,1084.93,False,1
MCH1047,MCH1047,Rana-Aurora,4814,mcc_field,False,Telecom,Telecom,Partnership,Bengaluru,Karnataka,False,2023-08-20 01:01:00,False,VIRTUAL_ACCOUNT,8675,ACTIVE,1003.46,False,2
MCH1050,mch1050,Trivedi-Zachariah,5699,mcc_field,False,Apparel,Apparel,Sole Proprietor,Jaipur,Rajasthan,False,2025-01-30 00:00:00,False,ACCOUNT_NUMBER,9602,ACTIVE,2479.88,False,1
MCH1053,MCH1053,"Gera, Grover and Sehgal",4814,mcc_field,False,Telecom,Mobile Recharge,Individual,Amritsar,Punjab,False,2025-02-22 00:00:00,False,MISSING,,ACTIVE,708.11,True,1
MCH1054,MCH1054,Cheema Ltd,5311,mcc_field,False,Department Stores,Department Store,Private Limited,Pune,Maharashtra,False,2023-05-27 00:00:00,False,MISSING,,ACTIVE,868.09,False,1
MCH1055,MCH 1055,Dhingra-Kapoor,5311,mcc_field,False,Department Stores,Retail,Partnership,Bengaluru,Karnataka,False,2024-12-30 03:08:34,False,ACCOUNT_NUMBER,6904,ACTIVE,770.74,True,1
MCH1056,MCH1056,Mital-Jhaveri,5311,mcc_field,False,Department Stores,Department Stores,Partnership,Amritsar,Punjab,False,2023-09-10 00:09:34,False,ACCOUNT_NUMBER,8589,ACTIVE,5938.05,False,1
MCH1058,MCH 1058,"Vyas,virkand Datta",5311,mcc_field,False,Department Stores,DEPT_STORE,Partnership,Pune,Maharashtra,False,2023-01-20 00:00:00,False,MASKED,0826,ACTIVE,1504.39,False,1
MCH1059,1059,Prasad Ltd,4814,mcc_field,False,Telecom,phone service,Partnership,Hyderabad,Telangana,False,2023-03-18 00:00:00,False,MASKED,9900,ACTIVE,4187.75,False,1
MCH1060,mch1060,"Subramaniam, Rama and Contractor",4131,mcc_field,False,Transportation,Transport,Individual,Hyderabad,Telangana,False,2024-05-02 09:00:14,False,VIRTUAL_ACCOUNT,8468,ACTIVE,480.0,False,3
MCH1063,MCH1063,"Samra, Sur and Venkataraman",5999,mcc_field,False,Misc Retail,Retail Other,Private Limited,Chennai,Tamil Nadu,False,2023-06-13 00:00:00,False,ACCOUNT_NUMBER,3551,ACTIVE,1297.7,False,1
MCH1064,1064,Nanda Ltd,5812,mcc_field,False,Restaurants,eating place,Individual,Amritsar,Punjab,False,2025-09-09 22:49:04,False,MISSING,,ACTIVE,1182.15,False,2
MCH1068,MCH1068,Mall-Palan,5999,inferred_from_category,False,Misc Retail,Other,Sole Proprietor,Jaipur,Rajasthan,False,2026-02-09 09:23:00,False,VIRTUAL_ACCOUNT,8422,ACTIVE,663.04,False,1
MCH1070,MCH-1070,Pandya Plc,5999,mcc_field,False,Misc Retail,Misc Retail,Private Limited,Chennai,Tamil Nadu,False,2024-09-03 00:00:00,False,MISSING,,ACTIVE,1259.2,False,1
MCH1071,MCH1071,"Keer, Roy and Narayanan",5912,inferred_from_category,False,Pharmacy,Medical,Sole Proprietor,Jaipur,Rajasthan,False,2025-04-17 00:00:00,False,ACCOUNT_NUMBER,5007,ACTIVE,619.21,False,3
MCH1072,MCH1072,Kalla-Khalsa,5812,mcc_field,False,Restaurants,Restaurants,Private Limited,Mumbai,Maharashtra,False,2025-11-10 00:00:00,False,MISSING,,INACTIVE,422.23,False,1
MCH1073,MCH 1073,"Dasgupta,rayand Dara",5912,inferred_from_category,False,Pharmacy,MEDICAL_STORE,Partnership,Lucknow,Uttar Pradesh,False,2024-09-22 00:00:00,False,MASKED,7293,SUSPENDED,1002.63,False,1
MCH1075,MCH-1075,Pingle-Mohan,5912,mcc_field,False,Pharmacy,Medical,Sole Proprietor,Ludhiana,Punjab,False,2025-02-24 00:00:00,False,MASKED,2118,ACTIVE,1639.19,False,2
MCH1077,1077,Taneja-Nagar,5411,mcc_field,False,Grocery,kirana,Individual,Amritsar,Punjab,False,2026-02-27 00:00:00,False,VIRTUAL_ACCOUNT,3624,ACTIVE,358.21,False,3
MCH1079,MCH1079,Sharaf and Sons,4814,inferred_from_category,False,Telecom,Mobile Recharge,Sole Proprietor,Pune,Maharashtra,False,2023-10-20 00:00:00,False,MISSING,,ACTIVE,455.39,False,1
MCH1081,MCH1081,Mistry Group,5812,mcc_field,False,Restaurants,FOOD_SERVICES,Private Limited,Mumbai,Maharashtra,False,2025-05-27 00:00:00,False,MASKED,5682,ACTIVE,2299.04,False,1
MCH1082,mch1082,Oommen Inc,7011,mcc_field,False,Hotels & Lodging,Hotel,Partnership,Amritsar,Punjab,False,,False,ACCOUNT_NUMBER,3820,ACTIVE,833.19,False,1
MCH1083,1083,Chaudhry-Bhat,5812,mcc_field,False,Restaurants,Food,Sole Proprietor,Jalandhar,Punjab,False,2025-04-30 00:00:00,False,VIRTUAL_ACCOUNT,6399,INACTIVE,730.39,False,2
MCH1084,1084,Krishnamurthy Inc,5999,mcc_field,False,Misc Retail,Other,Private Limited,Jalandhar,Punjab,False,2025-04-21 00:00:00,False,ACCOUNT_NUMBER,7487,ACTIVE,4469.21,False,1
MCH1086,MCH1086,Agrawal-Sule,5699,inferred_from_category,False,Apparel,Apparel,Individual,Ludhiana,Punjab,False,2023-11-13 00:00:00,False,MISSING,,ACTIVE,1355.59,False,1
MCH1087,MCH1087,"Mitter, Sawhney and Luthra",7011,mcc_field,False,Hotels & Lodging,Hotels,Partnership,Chennai,Tamil Nadu,False,2025-04-19 00:00:00,False,MISSING,,SUSPENDED,2381.71,False,1
MCH1089,MCH-1089,Randhawa-Barad,5942,mcc_field,False,Books & Stationery,BOOKS_STATIONERY,Individual,Jalandhar,Punjab,False,2025-06-12 00:00:00,False,MISSING,,ACTIVE,8714.78,False,2
MCH1093,mch1093,"Dubey, Uppal and Bhatt",5812,mcc_field,False,Restaurants,FOOD_SERVICES,Private Limited,Pune,Maharashtra,False,2025-04-26 00:00:00,False,MISSING,,CLOSED,4005.67,False,1
MCH1095,MCH 1095,Mander Group,4814,mcc_field,False,Telecom,phone service,Partnership,Kolkata,West Bengal,False,2023-01-30 03:08:00,False,MASKED,5510,ACTIVE,1277.94,False,1
MCH1096,MCH1096,Subramanian-Prasad,5699,mcc_field,False,Apparel,Fashion,Individual,Hyderabad,Telangana,False,2025-03-07 02:41:50,False,MISSING,,ACTIVE,8373.82,False,1
MCH1097,MCH1097,"Narayan, Datta and Chowdhury",5999,mcc_field,False,Misc Retail,Other,Individual,Lucknow,Uttar Pradesh,False,2025-05-09 00:00:00,False,MISSING,,ACTIVE,343.8,False,1
MCH1098,MCH1098,"Raval, Yadav and Yogi",7011,mcc_field,False,Hotels & Lodging,Hotel,Private Limited,Jaipur,Rajasthan,False,2023-12-01 00:00:00,False,MASKED,3614,ACTIVE,181.0,False,1
MCH1100,MCH1100,Swamy Inc,5311,mcc_field,False,Department Stores,Retail,Partnership,Ludhiana,Punjab,False,2024-08-17 00:00:00,False,ACCOUNT_NUMBER,3237,INACTIVE,2008.22,False,2
MCH1101,MCH1101,Ramaswamy-Prabhakar,5912,mcc_field,False,Pharmacy,Pharmacies,Sole Proprietor,Chennai,Tamil Nadu,False,2025-06-02 00:00:00,False,MISSING,,ACTIVE,8687.0,False,5
MCH1104,MCH1104,Chander LLC,4814,mcc_field,False,Telecom,Telecom,Private Limited,Delhi,Delhi,False,2024-09-05 00:00:00,False,MISSING,,ACTIVE,778.62,False,1
MCH1106,MCH1106,"Agrawal, Ganguly and Kalla",5411,mcc_field,False,Grocery,Grocery Stores,Private Limited,Delhi,Delhi,False,2024-08-25 00:00:00,False,VIRTUAL_ACCOUNT,5020,ACTIVE,1100.28,False,2
MCH1107,1107,Sen-Das,4814,inferred_from_category,False,Telecom,Mobile Recharge,Private Limited,Chennai,Tamil Nadu,False,2024-09-16 00:00:00,False,VIRTUAL_ACCOUNT,1555,ACTIVE,,False,1
MCH1109,MCH1109,Solanki Ltd,5311,mcc_field,False,Department Stores,Department Stores,Partnership,Mumbai,Maharashtra,False,2023-07-23 00:00:00,False,MASKED,9384,ACTIVE,1262.18,False,2
MCH1115,mch1115,Nadkarni LLC,4131,mcc_field,False,Transportation,transprt,Partnership,Jalandhar,Punjab,False,,False,MISSING,,ACTIVE,6943.0,False,1
MCH1118,mch1118,"Basak, Pillai and Arora",5999,mcc_field,False,Misc Retail,Retail Other,Private Limited,Chennai,Tamil Nadu,False,2026-01-06 00:00:00,False,MISSING,,ACTIVE,3933.25,False,2
MCH1122,MCH-1122,"Rana, Choudhury and Garde",5912,mcc_field,False,Pharmacy,Medical,Partnership,Ludhiana,Punjab,False,2024-11-30 00:00:00,False,MASKED,6047,ACTIVE,4792.92,False,2
MCH1124,MCH 1124,"Hayre, Chana and Bhasin",5699,mcc_field,False,Apparel,Clothing,Sole Proprietor,Jaipur,Rajasthan,False,2024-05-10 00:00:00,False,MISSING,,ACTIVE,843.01,False,2
MCH1126,1126,"Nayak, Dhaliwal and Soman",5411,mcc_field,False,Grocery,Grocery Stores,Partnership,Jalandhar,Punjab,False,2026-02-12 00:00:00,False,MISSING,,ACTIVE,564.83,False,1
MCH1128,MCH1128,Natt-Keer,5999,mcc_field,False,Misc Retail,Retail Other,Sole Proprietor,Hyderabad,Telangana,False,2026-01-10 12:42:55,False,MASKED,1918,ACTIVE,1028.32,False,2
MCH1130,mch1130,"Kothari, Singh and Sura",5311,mcc_field,False,Department Stores,Department Stores,Sole Proprietor,Ludhiana,Punjab,False,2025-09-20 00:31:00,False,MISSING,,ACTIVE,3514.91,False,2
MCH1132,MCH1132,Cheema Inc,5999,mcc_field,False,Misc Retail,Retail Other,Sole Proprietor,Ludhiana,Punjab,False,2023-09-10 00:00:00,False,ACCOUNT_NUMBER,7122,ACTIVE,,False,1
MCH1133,MCH1133,Shere Ltd,5912,mcc_field,False,Pharmacy,Pharmacies,Partnership,Bengaluru,Karnataka,False,2025-06-10 00:00:00,False,MISSING,,ACTIVE,11501.53,False,1
MCH1134,MCH1134,"Sani, Uppal and Pillai",5912,inferred_from_category,False,Pharmacy,Pharmacies,Partnership,Kolkata,West Bengal,False,2025-04-11 00:00:00,False,MISSING,,ACTIVE,6246.52,False,2
MCH1136,MCH1136,"Bahri, Kanda and Seth",5942,mcc_field,False,Books & Stationery,Book Store,Private Limited,Chennai,Tamil Nadu,False,2023-07-17 00:00:00,False,MASKED,4885,ACTIVE,896.84,False,1
MCH1138,MCH1138,"Shan,buchand Tank",5942,mcc_field,False,Books & Stationery,BOOKS_STATIONERY,Sole Proprietor,Bengaluru,Karnataka,False,2024-07-03 21:25:00,False,MASKED,0724,ACTIVE,1369.64,False,1
MCH1142,MCH1142,"Master, Soni and Kapadia",4814,mcc_field,False,Telecom,phone service,Sole Proprietor,Chennai,Tamil Nadu,False,2024-10-06 12:07:57,False,ACCOUNT_NUMBER,1051,ACTIVE,252.13,False,2
MCH1143,MCH1143,Arya-Khanna,4131,mcc_field,False,Transportation,transprt,Sole Proprietor,Jalandhar,Punjab,False,2023-08-16 00:00:00,False,ACCOUNT_NUMBER,0102,ACTIVE,486.39,False,1
MCH1144,MCH1144,Morar-Rattan,5699,mcc_field,False,Apparel,CLOTHS,Sole Proprietor,Jaipur,Rajasthan,False,2025-01-20 00:00:00,False,MISSING,,ACTIVE,1182.28,False,1
MCH1147,MCH1147,Dayal-Sabharwal,4814,mcc_field,False,Telecom,phone service,Individual,Kolkata,West Bengal,False,2023-11-23 00:00:00,False,MASKED,2380,INACTIVE,939.97,False,1
MCH1148,MCH1148,Deep-Manda,4131,mcc_field,False,Transportation,Bus/Taxi,Individual,Amritsar,Punjab,False,2025-06-15 00:35:23,False,MISSING,,ACTIVE,3461.0,False,1
MCH1152,MCH1152,Raman-Choudhury,5411,inferred_from_category,False,Grocery,Grocery,Partnership,Chennai,Tamil Nadu,False,2025-12-19 00:00:00,False,MASKED,0685,ACTIVE,233.0,False,1
MCH1153,MCH1153,"Oommen, Sastry and Varty",5311,mcc_field,False,Department Stores,Department Store,Private Limited,Amritsar,Punjab,False,2024-06-17 00:00:00,False,MASKED,3616,ACTIVE,873.51,False,2
MCH1154,MCH1154,"Oommen, Tata and Randhawa",7011,inferred_from_category,False,Hotels & Lodging,Hotel,Partnership,Kolkata,West Bengal,False,2025-04-18 00:00:00,False,VIRTUAL_ACCOUNT,6897,ACTIVE,655.3,False,3
MCH1155,MCH1155,Sha LLC,4131,mcc_field,False,Transportation,Transportation,Sole Proprietor,Amritsar,Punjab,False,2024-03-08 00:00:00,False,MISSING,,INACTIVE,1753.08,False,1
MCH1159,MCH-1159,De Ltd,5942,mcc_field,False,Books & Stationery,BOOKS_STATIONERY,Individual,Kolkata,West Bengal,False,2025-12-05 15:35:26,False,MISSING,,ACTIVE,1672.61,False,2
MCH1161,MCH1161,"Kuruvilla, Pall and Ravel",5411,mcc_field,False,Grocery,GROCERY_STORE,Private Limited,Jalandhar,Punjab,False,2023-12-29 00:00:00,False,MISSING,,ACTIVE,549.82,False,1
MCH1162,mch1162,"Anand, Mistry and Khare",5999,mcc_field,False,Misc Retail,Miscellaneous,Private Limited,Delhi,Delhi,False,2025-12-02 00:00:00,False,MASKED,2346,ACTIVE,1311.0,False,1
MCH1163,mch1163,"Gour, Comar and Palan",4814,mcc_field,False,Telecom,Telecom,Partnership,Ludhiana,Punjab,False,2025-10-25 00:00:00,False,VIRTUAL_ACCOUNT,5002,CLOSED,5449.73,False,2
MCH1164,MCH1164,Goda Plc,4131,mcc_field,False,Transportation,Transport,Partnership,Ludhiana,Punjab,False,2025-10-27 00:00:00,False,MISSING,,ACTIVE,953.0,False,1
MCH1168,MCH-1168,"Seshadri, Borah and Sachdeva",5912,inferred_from_category,False,Pharmacy,chemist,Individual,Pune,Maharashtra,False,2026-01-04 03:19:25,False,VIRTUAL_ACCOUNT,5162,ACTIVE,4780.41,False,3
MCH1169,MCH1169,Dey-Gupta,5812,mcc_field,False,Restaurants,eating place,Individual,Bengaluru,Karnataka,False,2023-03-17 00:00:00,False,ACCOUNT_NUMBER,3532,ACTIVE,1427.7,False,1
MCH1170,1170,"Wali, Bala and Sanghvi",5311,mcc_field,False,Department Stores,Department Store,Sole Proprietor,Bengaluru,Karnataka,False,2023-04-01 15:30:00,False,MISSING,,INACTIVE,1109.65,False,1
MCH1171,MCH1171,Sampath-Shroff,5912,mcc_field,False,Pharmacy,MEDICAL_STORE,Partnership,Delhi,Delhi,False,2026-01-19 05:21:00,False,MISSING,,ACTIVE,393.94,False,1
MCH1174,1174,Mander-Kari,5411,mcc_field,False,Grocery,groceries,Partnership,Jalandhar,Punjab,False,2023-05-01 00:00:00,False,MISSING,,ACTIVE,1013.97,False,1
MCH1177,MCH1177,"Mistry, Savant and Jha",4131,mcc_field,False,Transportation,Transportation,Sole Proprietor,Amritsar,Punjab,False,2025-08-29 18:32:00,False,MISSING,,ACTIVE,1663.99,False,1
MCH1179,MCH1179,Suresh-Chand,5942,mcc_field,False,Books & Stationery,Books,Partnership,Chennai,Tamil Nadu,False,2025-11-19 00:00:00,False,MISSING,,ACTIVE,,False,1
MCH1180,mch1180,Sangha and Sons,5411,mcc_field,False,Grocery,Grocery,Individual,Hyderabad,Telangana,False,2023-11-03 00:00:00,False,VIRTUAL_ACCOUNT,4983,ACTIVE,993.08,False,1
MCH1183,MCH1183,Rajan LLC,5812,mcc_field,False,Restaurants,FOOD_SERVICES,Private Limited,Bengaluru,Karnataka,False,2023-02-02 00:00:00,False,MISSING,,ACTIVE,1717.84,False,1
MCH1185,MCH1185,"Buch, Barad and Toor",5999,mcc_field,False,Misc Retail,Other,Partnership,Jalandhar,Punjab,False,2024-06-16 00:00:00,False,ACCOUNT_NUMBER,1490,ACTIVE,2955.34,False,1
MCH1188,MCH1188,Morar Ltd,5912,mcc_field,False,Pharmacy,Pharmacies,Individual,Hyderabad,Telangana,False,2024-02-19 00:00:00,False,ACCOUNT_NUMBER,1273,ACTIVE,1156.7,False,1
MCH1189,MCH1189,"Rai, Doctor and Dar",5699,mcc_field,False,Apparel,Apparel,Sole Proprietor,Mumbai,Maharashtra,False,2024-11-13 20:40:00,False,ACCOUNT_NUMBER,2970,ACTIVE,1513.0,False,1
MCH1191,MCH-1191,Raval Ltd,4814,mcc_field,False,Telecom,phone service,Individual,Kolkata,West Bengal,False,2023-01-19 00:18:56,False,MISSING,,INACTIVE,1670.52,False,1
MCH1193,MCH1193,"Padmanabhan, Sekhon and Dhawan",5812,mcc_field,False,Restaurants,Restaurants,Partnership,Lucknow,Uttar Pradesh,False,2025-01-16 00:00:00,False,MISSING,,ACTIVE,1712.05,False,1
MCH1195,MCH 1195,Cherian-Rana,4131,mcc_field,False,Transportation,Transport,Sole Proprietor,Jalandhar,Punjab,False,2025-09-09 00:00:00,False,MISSING,,ACTIVE,364.17,False,2
MCH1197,MCH1197,"Gaba, Wadhwa and Sahni",5411,mcc_field,False,Grocery,Grocery Stores,Private Limited,Mumbai,Maharashtra,False,2024-08-01 00:00:00,False,ACCOUNT_NUMBER,6682,ACTIVE,488.96,False,1
MCH1199,MCH-1199,"Chatterjee, Chada and Ghose",5812,mcc_field,False,Restaurants,eating place,Private Limited,Chennai,Tamil Nadu,False,2025-04-14 01:46:00,False,MISSING,,ACTIVE,6574.56,False,2
MCH1200,MCH 1200,Vora and Sons,5699,inferred_from_category,False,Apparel,CLOTHS,Private Limited,Pune,Maharashtra,False,2023-02-08 00:00:00,False,VIRTUAL_ACCOUNT,0910,ACTIVE,1072.0,False,1
MCH1202,MCH 1202,Koshy-Borde,5311,mcc_field,False,Department Stores,Retail,Partnership,Ludhiana,Punjab,False,2023-04-27 14:11:10,False,VIRTUAL_ACCOUNT,6772,ACTIVE,1998.99,False,1
MCH1204,1204,Rana Group,5311,mcc_field,False,Department Stores,Department Store,Private Limited,Jaipur,Rajasthan,False,2025-05-24 15:30:29,False,MISSING,,ACTIVE,733.33,False,1
MCH1207,MCH-1207,"Pillai, Oak and Barman",5812,mcc_field,False,Restaurants,Food,Individual,Delhi,Delhi,False,2024-04-11 00:00:00,False,MISSING,,ACTIVE,1280.08,False,1
MCH1210,MCH1210,"Dua, Buch and Kaul",5942,inferred_from_category,False,Books & Stationery,Book Store,Private Limited,Mumbai,Maharashtra,False,,False,ACCOUNT_NUMBER,0368,SUSPENDED,1903.0,False,1
MCH1211,MCH1211,"Munshi, Pai and Sibal",5311,mcc_field,False,Department Stores,Retail,Sole Proprietor,Delhi,Delhi,False,2023-01-04 00:00:00,False,VIRTUAL_ACCOUNT,7023,ACTIVE,296.16,False,1
MCH1213,MCH1213,Ray LLC,5912,mcc_field,False,Pharmacy,pharmacies,Partnership,Pune,Maharashtra,False,2024-01-07 18:33:52,False,ACCOUNT_NUMBER,8295,ACTIVE,1556.0,False,2
MCH1214,MCH1214,Padmanabhan Group,4814,mcc_field,False,Telecom,TELECOM,Individual,Amritsar,Punjab,False,2025-08-24 00:00:00,False,MISSING,,ACTIVE,362.46,True,2
MCH1216,MCH1216,Mani Ltd,5999,mcc_field,False,Misc Retail,Misc Retail,Sole Proprietor,Amritsar,Punjab,False,2025-04-05 19:50:02,False,VIRTUAL_ACCOUNT,4868,ACTIVE,228.0,False,3
MCH1219,MCH1219,Butala Ltd,5699,mcc_field,False,Apparel,garments,Sole Proprietor,Lucknow,Uttar Pradesh,False,2025-10-23 00:00:00,False,ACCOUNT_NUMBER,0262,ACTIVE,1046.51,False,3
MCH1221,MCH-1221,"Sastry, Kapoor and Varughese",5812,mcc_field,False,Restaurants,eating place,Partnership,Jalandhar,Punjab,False,2025-04-26 00:00:00,False,MISSING,,INACTIVE,3430.0,False,3
MCH1222,MCH-1222,Dass-Dugar,5411,mcc_field,False,Grocery,GROCERY_STORE,Sole Proprietor,Kolkata,West Bengal,False,2023-11-07 18:19:21,False,MISSING,,ACTIVE,,False,1
MCH1224,MCH1224,Setty-Sami,5942,mcc_field,False,Books & Stationery,Books,Individual,Kolkata,West Bengal,False,2023-09-02 05:59:00,False,ACCOUNT_NUMBER,4027,ACTIVE,609.48,False,1
MCH1226,MCH1226,"Apte, Pingle and Pal",7011,inferred_from_category,False,Hotels & Lodging,Hotel,Private Limited,Hyderabad,Telangana,False,2024-01-03 00:00:00,False,MISSING,,ACTIVE,2290.0,False,2
MCH1227,MCH1227,"Madan, More and Pal",5411,mcc_field,False,Grocery,GROCERY_STORE,Sole Proprietor,Hyderabad,Telangana,False,2025-12-08 00:01:00,False,ACCOUNT_NUMBER,3962,ACTIVE,1078.83,False,4
MCH1229,MCH1229,"Sen, Dewan and Tripathi",5942,mcc_field,False,Books & Stationery,Stationery,Private Limited,Amritsar,Punjab,False,2025-02-19 00:00:00,False,VIRTUAL_ACCOUNT,5791,ACTIVE,2028.74,False,2
MCH1233,MCH1233,"Upadhyay, Lall and Kala",5942,mcc_field,False,Books & Stationery,Books,Private Limited,Pune,Maharashtra,False,2024-07-19 00:00:00,False,MISSING,,ACTIVE,1465.98,True,1
MCH1234,MCH1234,"Shah, Pathak and Bera",7011,inferred_from_category,False,Hotels & Lodging,Hospitality,Partnership,Jaipur,Rajasthan,False,2025-10-06 00:00:00,False,MISSING,,ACTIVE,354.58,False,2
MCH1237,1237,Agarwal-Kibe,7011,mcc_field,False,Hotels & Lodging,Hospitality,Partnership,Mumbai,Maharashtra,False,2023-03-30 00:00:00,False,VIRTUAL_ACCOUNT,8784,ACTIVE,750.84,False,1
MCH1243,MCH-1243,"Buch, Atwal and Roy",5912,mcc_field,False,Pharmacy,MEDICAL_STORE,Partnership,Ludhiana,Punjab,False,2025-06-12 08:43:00,False,MISSING,,ACTIVE,1323.94,False,1
MCH1245,MCH1245,"Kumer, Varghese and Dhawan",5912,inferred_from_category,False,Pharmacy,chemist,Partnership,Pune,Maharashtra,False,2023-08-23 00:00:00,False,MISSING,,ACTIVE,725.32,False,1
