txn_id,timestamp,has_time,timestamp_out_of_window,user_id,merchant_id,amount,amount_was_negative,amount_invalid,utr,utr_status,status,status_raw,mcc,mcc_source,merchant_category,mcc_conflicts_master,user_in_kyc,merchant_in_master,utr_duplicated,txn_date,txn_hour,kyc_status,risk_segment,chargeback_count,disputed_amount,is_disputed
TXN00011091,2026-03-03 19:17:39,True,False,USR13890,MCH8216,23820.57,True,False,UTR6527062794,VALID,SUCCESS,COMPLETED,4131,txn_field,Transportation,False,False,False,False,2026-03-03,19,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00008584,2026-01-17 18:53:31,True,False,USR15778,MCH3250,5546.0,False,False,UTR0928079796,VALID,SUCCESS,Success,5912,txn_field,Pharmacy,True,False,True,False,2026-01-17,18,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00004474,2026-01-17 19:39:58,True,False,USR15834,MCH3895,8892.43,False,False,UTR4987418462,VALID,SUCCESS,TXN_SUCCESS,5812,txn_field,Restaurants,True,False,True,False,2026-01-17,19,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00013857,2026-01-24 07:35:23,True,False,USR33189,MCH4645,1816.08,False,False,UTR8739611115,VALID,SUCCESS,TXN_SUCCESS,5912,txn_field,Pharmacy,False,False,False,False,2026-01-24,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00012705,2026-01-23 18:56:04,True,False,USR48168,MCH4207,3530.72,False,False,UTR0498515755,VALID,SUCCESS,Success,5411,txn_field,Grocery,False,True,False,False,2026-01-23,18,PENDING,MEDIUM,0,,False
TXN00008884,2026-02-01 23:17:20,True,False,USR99474,MCH1206,7998.11,False,False,UTR6778164754,VALID,SUCCESS,Success,5411,txn_field,Grocery,False,False,False,False,2026-02-01,23,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00007528,2026-01-30 18:33:12,True,False,USR86253,MCH1683,13694.93,False,False,UTR6390761420,VALID,SUCCESS,S,5411,txn_field,Grocery,True,True,True,False,2026-01-30,18,VERIFIED,LOW,0,,False
TXN00011321,2026-02-25 08:44:40,True,False,USR85411,MCH6621,15076.69,False,False,UTR9700714037,VALID,SUCCESS,COMPLETED,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-02-25,8,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00003742,2026-03-20 05:35:40,True,False,USR92327,MCH8759,20437.02,False,False,UTR3393354693,VALID,SUCCESS,SUCCESS,5812,txn_field,Restaurants,False,True,False,False,2026-03-20,5,VERIFIED,MEDIUM,0,,False
TXN00008492,2026-02-02 18:27:43,True,False,USR54536,MCH8074,3384.6,False,False,UTR3320495895,VALID,SUCCESS,TXN_SUCCESS,4814,merchant_master,Telecom,False,False,True,False,2026-02-02,18,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00016765,2026-03-26 12:18:46,True,False,USR93890,MCH5711,20091.0,False,False,UTR9203187638,VALID,FAILED,TXN_FAILED,,unknown,Unknown,False,False,False,False,2026-03-26,12,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00017694,2026-01-13 15:03:46,True,False,USR40732,MCH9490,9002.0,False,False,UTR2443914333,VALID,FAILED,Fail,5411,txn_field,Grocery,False,True,False,False,2026-01-13,15,VERIFIED,UNKNOWN,0,,False
TXN00006528,2026-03-28 10:06:31,True,False,USR29622,MCH4964,20882.75,False,False,UTR4641185560,VALID,FAILED,TXN_FAILED,5311,merchant_master,Department Stores,False,True,True,False,2026-03-28,10,VERIFIED,LOW,0,,False
TXN00013401,2026-03-04 18:19:19,True,False,USR31880,MCH1798,24701.82,False,False,UTR8784371040,VALID,SUCCESS,SUCCESS,5912,txn_field,Pharmacy,False,False,False,False,2026-03-04,18,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00004494,2026-02-24 12:34:51,True,False,USR95466,MCH5376,19908.13,False,False,UTR0075153514,VALID,SUCCESS,Success,7011,txn_field,Hotels & Lodging,True,False,True,False,2026-02-24,12,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00011094,2026-03-05 11:29:40,True,False,USR75900,MCH1058,8314.42,False,False,UTR9917244266,VALID,SUCCESS,SUCCESS,5311,merchant_master,Department Stores,False,True,True,False,2026-03-05,11,REJECTED,UNKNOWN,0,,False
TXN00017273,2026-01-14 18:30:01,True,False,USR76790,MCH6075,13085.0,False,False,UTR0709799346,VALID,FAILED,FAILED,4131,txn_field,Transportation,True,True,True,False,2026-01-14,18,VERIFIED,LOW,0,,False
TXN00009281,2026-02-21 00:15:01,True,False,USR68024,MCH5104,10455.06,False,False,UTR1967979496,VALID,SUCCESS,Success,5812,txn_field,Restaurants,False,False,False,False,2026-02-21,0,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00006056,2026-01-18 14:04:37,True,False,USR74396,MCH3197,12329.64,False,False,UTR9066186368,VALID,SUCCESS,S,4131,txn_field,Transportation,False,True,False,False,2026-01-18,14,VERIFIED,LOW,0,,False
TXN00010147,2026-01-16 17:24:29,True,False,USR91777,MCH4915,19600.29,False,False,UTR0387036525,VALID,SUCCESS,COMPLETED,4131,txn_field,Transportation,False,True,False,False,2026-01-16,17,VERIFIED,LOW,0,,False
TXN00008021,2026-02-13 00:38:19,True,False,USR87162,MCH8216,12452.0,False,False,UTR6064791461,VALID,SUCCESS,COMPLETED,5912,txn_field,Pharmacy,False,False,False,False,2026-02-13,0,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00015299,2026-03-12 03:39:52,True,False,USR81720,MCH9260,15641.17,False,False,UTR8680623402,VALID,SUCCESS,Success,5812,txn_field,Restaurants,False,False,False,False,2026-03-12,3,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00012856,2026-03-16 23:45:31,True,False,USR76098,MCH6109,5205.0,False,False,UTR9338335376,VALID,FAILED,Fail,5912,txn_field,Pharmacy,True,False,True,False,2026-03-16,23,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00002230,2026-02-27 04:10:10,True,False,USR41686,MCH3071,7504.98,False,False,UTR9557966907,VALID,SUCCESS,TXN_SUCCESS,5812,txn_field,Restaurants,False,True,True,False,2026-02-27,4,VERIFIED,UNKNOWN,0,,False
TXN00008304,2026-03-20 05:00:36,True,False,USR95674,MCH5401,5379.22,False,False,UTR8910180483,VALID,SUCCESS,S,5942,merchant_master,Books & Stationery,False,True,True,False,2026-03-20,5,IN_REVIEW,MEDIUM,1,6321.44,True
TXN00002751,2026-01-08 18:34:26,True,False,USR62352,MCH6961,9710.26,False,False,UTR2411349944,VALID,SUCCESS,SUCCESS,4131,txn_field,Transportation,False,True,False,False,2026-01-08,18,PENDING,LOW,0,,False
TXN00016154,2026-01-12 06:43:49,True,False,USR24396,MCH4549,7444.86,False,False,UTR9010745901,VALID,SUCCESS,S,7011,txn_field,Hotels & Lodging,False,True,False,False,2026-01-12,6,VERIFIED,HIGH,0,,False
TXN00002002,2026-02-02 21:46:04,True,False,USR30273,MCH3715,6182.0,False,False,UTR4088897098,VALID,SUCCESS,S,5411,txn_field,Grocery,True,False,True,False,2026-02-02,21,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00017871,2026-03-23 02:31:39,True,False,USR84134,MCH7932,1129.96,False,False,UTR2897803833,VALID,FAILED,Fail,5411,txn_field,Grocery,True,False,True,False,2026-03-23,2,NO_KYC_RECORD,NO_KYC_RECORD,2,6505.83,True
TXN00009906,2026-02-19 18:35:29,True,False,USR91737,MCH9669,9793.08,False,False,UTR7243374821,VALID,SUCCESS,Success,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-02-19,18,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00012105,2026-02-11 21:01:18,True,False,USR62385,MCH7681,7551.46,False,False,UTR8310520572,VALID,SUCCESS,SUCCESS,4131,txn_field,Transportation,False,False,True,False,2026-02-11,21,NO_KYC_RECORD,NO_KYC_RECORD,1,1866.96,True
TXN00003363,2026-03-30 03:38:47,True,False,USR87291,MCH4490,17312.05,False,False,UTR6688677473,VALID,SUCCESS,Success,5912,txn_field,Pharmacy,True,False,True,False,2026-03-30,3,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00004301,2026-03-15 01:52:40,True,False,USR98963,MCH8511,2024.58,False,False,UTR0403071756,VALID,PENDING,Pending,4131,txn_field,Transportation,False,True,True,False,2026-03-15,1,VERIFIED,LOW,0,,False
TXN00012813,2026-01-09 06:36:33,True,False,USR20191,MCH8936,7452.0,False,False,UTR9559448527,VALID,SUCCESS,COMPLETED,,unknown,Unknown,False,False,False,False,2026-01-09,6,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00009678,2026-03-06 07:59:54,True,False,USR64256,MCH3235,1728.09,False,False,,MISSING,SUCCESS,TXN_SUCCESS,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-03-06,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00017971,2026-03-01 10:55:10,True,False,USR62625,MCH9776,1198.21,False,False,UTR7890902701,VALID,SUCCESS,TXN_SUCCESS,5812,txn_field,Restaurants,False,True,False,False,2026-03-01,10,VERIFIED,LOW,0,,False
TXN00016152,2026-01-21 09:16:16,True,False,USR20475,MCH5563,13950.77,False,False,UTR8762321453,VALID,SUCCESS,Success,5411,txn_field,Grocery,True,False,True,False,2026-01-21,9,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00011334,2026-03-29 13:01:14,True,False,USR32767,MCH8033,18247.02,False,False,UTR4892994283,VALID,SUCCESS,S,5812,txn_field,Restaurants,True,True,True,False,2026-03-29,13,VERIFIED,LOW,0,,False
TXN00012493,2026-03-20 10:23:23,True,False,USR18021,MCH3684,8404.49,False,False,UTR0110455957,VALID,SUCCESS,TXN_SUCCESS,5812,txn_field,Restaurants,True,True,True,False,2026-03-20,10,VERIFIED,LOW,0,,False
TXN00002376,2026-02-02 00:00:00,False,False,USR38437,MCH4578,6891.78,False,False,UTR5079845432,VALID,SUCCESS,SUCCESS,5411,txn_field,Grocery,True,True,True,False,2026-02-02,,VERIFIED,LOW,0,,False
TXN00016897,2026-02-01 02:05:20,True,False,USR67814,MCH5171,1728.83,False,False,UTR9272463214,VALID,SUCCESS,SUCCESS,4131,txn_field,Transportation,False,False,True,False,2026-02-01,2,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00003924,2026-02-09 22:29:17,True,False,USR42819,MCH7536,6655.55,False,False,UTR9885770586,VALID,FAILED,Declined,4131,txn_field,Transportation,True,False,True,False,2026-02-09,22,NO_KYC_RECORD,NO_KYC_RECORD,1,2479.92,True
TXN00012810,2026-01-28 00:00:00,False,False,USR16089,MCH3478,14920.61,False,False,UTR2659964448,VALID,SUCCESS,S,5912,txn_field,Pharmacy,False,True,False,False,2026-01-28,,VERIFIED,LOW,2,29841.22,True
TXN00014604,2026-02-07 00:55:35,True,False,USR90912,MCH3992,6800.75,False,False,UTR3515806131,VALID,SUCCESS,COMPLETED,4131,txn_field,Transportation,False,True,False,False,2026-02-07,0,VERIFIED,LOW,0,,False
TXN00008536,2026-01-30 07:20:31,True,False,USR90160,MCH8495,8104.15,False,False,,MISSING,SUCCESS,Success,5912,txn_field,Pharmacy,False,False,False,False,2026-01-30,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00014556,2026-01-15 17:25:05,True,False,USR81688,MCH2222,10183.23,False,False,UTR4323114461,VALID,SUCCESS,COMPLETED,5912,txn_field,Pharmacy,True,True,True,False,2026-01-15,17,VERIFIED,LOW,1,13308.54,True
TXN00004965,2026-01-17 05:03:06,True,False,USR65014,MCH3468,12070.2,False,False,UTR0153287222,VALID,SUCCESS,SUCCESS,4131,txn_field,Transportation,True,True,True,False,2026-01-17,5,VERIFIED,MEDIUM,0,,False
TXN00012380,2026-03-29 17:51:12,True,False,USR11339,MCH9899,22522.69,False,False,UTR5306302554,VALID,SUCCESS,SUCCESS,4131,txn_field,Transportation,False,True,False,False,2026-03-29,17,IN_REVIEW,LOW,0,,False
TXN00016736,2026-02-13 10:42:16,True,False,USR86671,MCH1318,22925.42,False,False,UTR8483573352,VALID,SUCCESS,SUCCESS,5411,txn_field,Grocery,True,False,True,False,2026-02-13,10,NO_KYC_RECORD,NO_KYC_RECORD,1,15548.64,True
TXN00006289,2026-02-18 07:48:57,True,False,USR35502,MCH6411,24165.1,False,False,UTR8869496578,VALID,SUCCESS,S,,unknown,Unknown,False,False,False,False,2026-02-18,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00013908,2026-02-19 08:21:13,True,False,USR13844,MCH6787,915.95,False,False,UTR5021961853,VALID,SUCCESS,S,5411,txn_field,Grocery,False,False,False,False,2026-02-19,8,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00005968,2026-02-20 00:00:00,False,False,USR20374,MCH9694,2195.0,False,False,UTR0092134543,VALID,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,False,True,False,False,2026-02-20,,VERIFIED,MEDIUM,1,2917.69,True
TXN00010276,2026-01-14 14:05:26,True,False,USR50541,MCH2324,12011.12,False,False,UTR4772427896,VALID,PENDING,Pending,5812,txn_field,Restaurants,False,False,False,False,2026-01-14,14,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00006474,2026-01-16 05:40:02,True,False,USR15164,MCH2258,24223.92,False,False,UTR6806916882,VALID,FAILED,Declined,5411,txn_field,Grocery,True,True,True,False,2026-01-16,5,VERIFIED,LOW,0,,False
TXN00010498,2026-02-02 10:57:46,True,False,USR80912,MCH8382,14757.01,False,False,UTR4263242407,VALID,SUCCESS,SUCCESS,4131,txn_field,Transportation,False,False,False,False,2026-02-02,10,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00014376,2026-03-07 04:27:25,True,False,USR70302,MCH5376,20627.72,False,False,UTR2595478610,VALID,SUCCESS,COMPLETED,5411,txn_field,Grocery,True,False,True,False,2026-03-07,4,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00000489,2026-01-16 07:34:36,True,False,USR16400,MCH8181,23760.78,False,False,UTR6606633603,VALID,SUCCESS,Success,7011,txn_field,Hotels & Lodging,True,True,True,False,2026-01-16,7,VERIFIED,MEDIUM,0,,False
TXN00015714,2026-01-13 22:39:19,True,False,USR28439,MCH5333,21372.31,False,False,UTR6760441626,VALID,SUCCESS,TXN_SUCCESS,5812,txn_field,Restaurants,True,False,True,False,2026-01-13,22,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00014711,2026-02-06 08:05:02,True,False,USR90525,MCH9888,10222.36,False,False,UTR4063458835,VALID,SUCCESS,COMPLETED,5411,txn_field,Grocery,True,False,True,False,2026-02-06,8,NO_KYC_RECORD,NO_KYC_RECORD,1,1709.84,True
TXN00018474,2026-02-04 14:40:14,True,False,USR50590,MCH6271,10839.22,False,False,UTR4596136519,VALID,SUCCESS,COMPLETED,5411,txn_field,Grocery,False,True,False,False,2026-02-04,14,VERIFIED,LOW,0,,False
TXN00000224,2026-03-01 03:00:12,True,False,USR15259,MCH1799,9199.22,False,False,UTR2738330060,VALID,SUCCESS,TXN_SUCCESS,,unknown,Unknown,False,True,False,False,2026-03-01,3,VERIFIED,MEDIUM,0,,False
TXN00005633,2026-01-29 07:58:11,True,False,USR69720,MCH9129,4672.89,False,False,UTR4546388237,VALID,SUCCESS,SUCCESS,7011,txn_field,Hotels & Lodging,True,False,True,False,2026-01-29,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00004328,2026-02-03 11:49:56,True,False,USR19395,MCH4330,24563.21,False,False,UTR7701194945,VALID,SUCCESS,Success,4131,merchant_master,Transportation,False,True,True,False,2026-02-03,11,VERIFIED,LOW,0,,False
TXN00009685,2026-02-17 05:55:50,True,False,USR48293,MCH3778,13853.0,False,False,UTR0416062097,VALID,SUCCESS,S,7011,txn_field,Hotels & Lodging,True,False,True,False,2026-02-17,5,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00002724,2026-03-14 04:01:56,True,False,USR74105,MCH2807,11455.31,False,False,UTR9017145438,VALID,SUCCESS,Success,5411,txn_field,Grocery,False,False,False,False,2026-03-14,4,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00012687,2026-01-21 02:49:51,True,False,USR17936,MCH4330,15994.0,False,False,UTR9292098304,VALID,SUCCESS,COMPLETED,4131,merchant_master,Transportation,False,False,True,False,2026-01-21,2,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00013883,2026-01-31 20:52:51,True,False,USR66862,MCH5569,16368.07,False,False,UTR2460914781,VALID,SUCCESS,Success,5912,txn_field,Pharmacy,True,False,True,False,2026-01-31,20,NO_KYC_RECORD,NO_KYC_RECORD,1,3588.0,True
TXN00010284,2026-02-07 17:53:38,True,False,USR84713,MCH8033,20724.96,False,False,UTR9679708700,VALID,SUCCESS,Success,5912,txn_field,Pharmacy,True,False,True,False,2026-02-07,17,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00016950,2026-02-03 21:52:21,True,False,USR92059,MCH5284,8732.0,False,False,UTR9637214589,VALID,SUCCESS,COMPLETED,5912,txn_field,Pharmacy,False,False,False,False,2026-02-03,21,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00001288,2026-03-31 16:52:07,True,False,USR62469,MCH4709,8772.17,False,False,UTR4380253542,VALID,SUCCESS,COMPLETED,5812,txn_field,Restaurants,True,False,True,False,2026-03-31,16,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00018168,2026-02-26 18:15:26,True,False,USR18484,MCH7007,14231.14,False,False,UTR0728524782,VALID,SUCCESS,S,5411,txn_field,Grocery,True,False,True,False,2026-02-26,18,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00019686,2026-02-09 03:30:45,True,False,USR18812,MCH4407,12580.71,False,False,UTR6640964146,VALID,SUCCESS,COMPLETED,5812,txn_field,Restaurants,False,False,False,False,2026-02-09,3,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00003100,2026-03-16 03:54:54,True,False,USR57308,MCH7112,10845.23,False,False,UTR1936400434,VALID,SUCCESS,S,5411,txn_field,Grocery,False,True,False,False,2026-03-16,3,VERIFIED,LOW,0,,False
TXN00004458,2026-01-14 17:23:21,True,False,USR45841,MCH8118,3508.28,False,False,UTR4012895022,VALID,SUCCESS,TXN_SUCCESS,,unknown,Unknown,False,False,False,False,2026-01-14,17,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00005596,2026-02-09 17:41:28,True,False,USR14781,MCH9010,11951.91,False,False,UTR7767785322,VALID,SUCCESS,Success,,unknown,Unknown,False,True,False,False,2026-02-09,17,VERIFIED,LOW,0,,False
TXN00013560,2026-02-10 18:48:56,True,False,USR52838,MCH2487,12874.04,False,False,UTR2505214559,VALID,SUCCESS,SUCCESS,7011,txn_field,Hotels & Lodging,True,True,True,False,2026-02-10,18,VERIFIED,LOW,0,,False
TXN00005113,2026-01-20 22:08:15,True,False,USR59091,MCH5481,15023.8,False,False,UTR7885746162,VALID,SUCCESS,SUCCESS,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-01-20,22,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00004382,2026-02-09 07:49:44,True,False,USR41359,MCH6188,1788.0,False,False,UTR3223727564,VALID,FAILED,Fail,5411,txn_field,Grocery,True,False,True,False,2026-02-09,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00000501,2026-03-21 07:59:26,True,False,USR89249,MCH6141,17457.06,False,False,UTR6418765672,VALID,SUCCESS,SUCCESS,4131,txn_field,Transportation,False,False,False,False,2026-03-21,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00015867,2026-02-03 09:51:32,True,False,USR22510,MCH1710,19999.28,False,False,UTR4037860306,VALID,SUCCESS,TXN_SUCCESS,5912,merchant_master,Pharmacy,False,False,True,False,2026-02-03,9,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00009000,2026-03-08 18:50:10,True,False,USR50781,MCH4452,23299.28,False,False,UTR7035856587,VALID,FAILED,Declined,,unknown,Unknown,False,True,False,False,2026-03-08,18,PENDING,HIGH,0,,False
TXN00015273,2026-02-25 21:26:11,True,False,USR68103,MCH9191,9060.1,False,False,UTR3174009003,VALID,SUCCESS,TXN_SUCCESS,4131,txn_field,Transportation,False,False,False,False,2026-02-25,21,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00014299,2026-03-29 14:21:33,True,False,USR65210,MCH2827,12535.81,False,False,UTR8506543282,VALID,SUCCESS,Success,5411,txn_field,Grocery,True,False,True,False,2026-03-29,14,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00003270,2026-01-28 02:07:55,True,False,USR15604,MCH4643,17218.9,False,False,UTR3172822886,VALID,FAILED,F,5812,txn_field,Restaurants,True,False,True,False,2026-01-28,2,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00001731,2026-01-20 11:53:08,True,False,USR32551,MCH1513,7663.28,False,False,UTR5999659974,VALID,SUCCESS,COMPLETED,5812,txn_field,Restaurants,False,False,False,False,2026-01-20,11,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00010729,2026-02-05 11:50:33,True,False,USR15670,MCH7869,4434.27,False,False,UTR9532881220,VALID,SUCCESS,SUCCESS,5812,txn_field,Restaurants,False,False,False,False,2026-02-05,11,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00016379,2026-02-02 12:14:35,True,False,USR33003,MCH4564,13236.1,False,False,UTR0210719519,VALID,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,False,True,False,False,2026-02-02,12,VERIFIED,LOW,0,,False
TXN00019886,2026-02-27 11:51:21,True,False,USR63295,MCH8082,13247.83,False,False,,MISSING,SUCCESS,COMPLETED,7011,merchant_master,Hotels & Lodging,False,False,True,False,2026-02-27,11,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00013446,2026-03-09 16:11:52,True,False,USR65132,MCH2804,22208.81,False,False,UTR9695047215,VALID,SUCCESS,S,5411,txn_field,Grocery,False,False,False,False,2026-03-09,16,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00019919,2026-02-11 07:16:01,True,False,USR28532,MCH4744,21787.59,False,False,UTR5946059768,VALID,SUCCESS,TXN_SUCCESS,7011,txn_field,Hotels & Lodging,True,False,True,False,2026-02-11,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00015848,2026-03-14 00:00:00,False,False,USR47788,MCH8306,19340.0,False,False,UTR5491341754,VALID,PENDING,Initiated,5411,txn_field,Grocery,True,True,True,False,2026-03-14,,VERIFIED,MEDIUM,0,,False
