complaint_id,txn_id,link_status,reported_user_id,reported_merchant_id,user_id,merchant_id,user_mismatch,merchant_mismatch,disputed_amount_imputed,disputed_amount,disputed_amount_was_negative,txn_amount,dispute_exceeds_txn,linked_txn_timestamp,transaction_timestamp,complaint_txn_ts_differs,reported_timestamp,bank_response_timestamp,reported_before_txn,reporting_delay_days,response_before_report,bank_response_days,reason_code_raw,reason_category,is_fraud_reason,complaint_text_note,complaint_text,severity,resolution_status,is_open,channel,txn_status,merchant_category,kyc_status,risk_segment
CBK0001147,TXN00002456,LINKED,USR89588,MCH2614,USR91688,MCH1530,True,True,False,1805.23,False,3488.53,False,2026-03-27 02:08:35,2026-02-10 03:16:00,True,2026-02-12 00:00:00,2026-03-12 14:16:00,False,1.86,False,28.59,double debit,DUPLICATE_DEBIT,False,,Customer says amount was debited twice.,LOW,IN_PROGRESS,True,Chatbot,SUCCESS,Grocery,VERIFIED,LOW
CBK0001137,TXN00015627,LINKED,USR35882,MCH8913,USR67372,MCH4068,True,True,False,4853.7,False,15222.17,False,2026-01-28 20:20:17,2026-01-21 01:07:00,True,2026-01-21 00:00:00,2026-02-06 08:07:54,False,0.0,False,16.34,dispute raised,GENERAL_DISPUTE,False,,Customer says amount was debited twice.,MEDIUM,RESOLVED,False,Chatbot,SUCCESS,Transportation,VERIFIED,LOW
CBK0002213,TXN00009870,LINKED,USR79046,MCH8457,USR94755,MCH4350,True,True,False,12334.0,False,4372.85,True,2026-03-12 21:27:19,2026-01-02 00:00:00,True,2026-02-17 00:00:00,,False,46.0,False,,Merchant Not Delivered,NOT_DELIVERED,False,,Merchant service was not delivered after payment.,MEDIUM,IN_PROGRESS,True,IVR,SUCCESS,Grocery,REJECTED,LOW
CBK0000946,TXN00013141,LINKED,USR22644,MCH9193,USR57357,MCH4297,True,True,False,7638.7,False,23826.63,False,2026-02-13 16:24:41,2026-01-26 00:00:00,True,2026-01-31 14:01:41,,False,5.58,False,,Fraud Suspected,FRAUD_SUSPECTED,True,,Merchant service was not delivered after payment.,CRITICAL,IN_PROGRESS,True,Email,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002366,TXN00012165,LINKED,USR98915,MCH6399,USR25527,MCH8279,True,True,True,8602.12,False,8602.12,False,2026-03-14 15:31:47,2026-02-20 00:00:00,True,2026-02-20 00:00:00,2026-02-23 21:48:00,False,0.0,False,3.91,fraud,FRAUD_SUSPECTED,True,,Customer says transaction was not authorized.,LOW,IN_PROGRESS,True,Call Center,PENDING,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002026,TXN00019737,LINKED,USR27262,MCH4852,USR22518,MCH3557,True,True,False,174.11,False,13217.59,False,2026-01-11 04:46:11,2026-01-13 00:00:00,True,2026-01-23 00:00:00,2026-02-11 19:25:13,False,10.0,False,19.81,charged twice,DUPLICATE_DEBIT,False,,Merchant service was not delivered after payment.,MEDIUM,RESOLVED,False,IVR,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001099,TXN00011289,LINKED,USR94570,MCH4545,USR34760,MCH2523,True,True,False,305.0,False,11014.39,False,2026-03-06 19:35:20,2026-01-30 04:49:00,True,2026-02-04 00:00:00,2026-02-28 00:00:00,False,4.8,False,24.0,Account Takeover,ACCOUNT_TAKEOVER,True,,Payment made to unknown merchant as per customer statement.,CRITICAL,CLOSED,False,IVR,SUCCESS,Pharmacy,VERIFIED,LOW
CBK0001197,TXN00006253,LINKED,USR19220,MCH7286,USR69852,MCH5556,True,True,False,4952.0,False,8443.55,False,2026-02-13 03:19:38,2026-01-08 00:00:00,True,2026-01-10 00:00:00,2026-01-20 14:43:26,False,2.0,False,10.61,dispute raised,GENERAL_DISPUTE,False,,Complaint received after multiple failed attempts.,MEDIUM,REJECTED,False,Chatbot,PENDING,Restaurants,IN_REVIEW,LOW
CBK0002347,TXN00010961,LINKED,USR55439,MCH7581,USR48343,MCH2000,True,True,False,1126.18,False,7883.25,False,2026-03-01 22:55:49,2026-02-13 00:00:00,True,2026-03-15 00:00:00,,False,30.0,False,,Wrong Amount,WRONG_AMOUNT,False,,Customer says transaction was not authorized.,LOW,REJECTED,False,Branch,FAILED,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000289,TXN00005764,LINKED,USR38028,MCH6758,USR13009,MCH9737,True,True,False,513.84,False,4377.78,False,2026-02-27 01:59:08,2026-03-12 23:03:00,True,,,False,,False,,Fraud Suspected,FRAUD_SUSPECTED,True,,User claims account was compromised before transaction.,MEDIUM,REJECTED,False,Chatbot,SUCCESS,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002002,TXN00010298,LINKED,USR97772,MCH5269,USR46932,MCH8645,True,True,False,534.44,False,8983.18,False,2026-01-06 10:36:58,2026-01-03 00:00:00,True,2026-01-08 00:00:00,2026-02-03 23:32:04,False,5.0,False,26.98,service failed,SERVICE_NOT_PROVIDED,False,urgent,Merchant service was not delivered after payment.,CRITICAL,IN_PROGRESS,True,Chatbot,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000512,TXN00014054,LINKED,USR27947,MCH7667,USR19303,MCH7408,True,True,False,4010.97,False,14721.41,False,2026-03-18 00:49:15,2026-01-21 00:00:00,True,2026-01-26 00:00:00,2026-01-30 00:00:00,False,5.0,False,4.0,Unauthorized Transaction,UNAUTHORIZED_TXN,True,,Customer says amount was debited twice.,LOW,CLOSED,False,Chatbot,PENDING,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001155,TXN00010146,LINKED,USR94690,MCH3957,USR43735,MCH7890,True,True,False,2637.93,False,19497.67,False,2026-01-25 23:38:15,2026-02-09 19:16:42,True,,2026-02-23 06:16:42,False,,False,,unauthorized_transaction,UNAUTHORIZED_TXN,True,,Payment made to unknown merchant as per customer statement.,MEDIUM,IN_PROGRESS,True,IVR,SUCCESS,Hotels & Lodging,VERIFIED,LOW
CBK0001330,TXN00005940,LINKED,USR67471,MCH8738,USR31098,MCH1421,True,True,False,1360.01,False,7039.3,False,2026-02-16 00:43:35,2026-03-14 00:34:00,True,2026-03-15 12:34:00,2026-03-27 00:00:00,False,1.5,False,11.48,DUP_DEBIT,DUPLICATE_DEBIT,False,,Suspicious high-value payment disputed by customer.,MEDIUM,PENDING_BANK,True,Chatbot,SUCCESS,Hotels & Lodging,VERIFIED,LOW
CBK0000259,TXN00017504,LINKED,USR24872,MCH9291,USR98841,MCH4476,True,True,False,12647.35,False,1927.72,True,2026-01-17 14:47:04,2026-01-22 00:00:00,True,2026-01-30 09:27:00,2026-02-13 00:00:00,False,8.39,False,13.61,unauthorized_transaction,UNAUTHORIZED_TXN,True,,Merchant service was not delivered after payment.,LOW,IN_PROGRESS,True,Chatbot,SUCCESS,Restaurants,VERIFIED,LOW
CBK0000164,TXN00010786,LINKED,USR79443,MCH3729,USR32376,MCH5569,True,True,True,2135.0,False,2135.0,False,2026-03-19 15:54:39,2026-01-08 02:00:24,True,2026-01-18 00:00:00,2026-01-23 04:00:24,False,9.92,False,5.17,charged twice,DUPLICATE_DEBIT,False,,Payment made to unknown merchant as per customer statement.,MEDIUM,CLOSED,False,IVR,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000681,TXN00006290,LINKED,USR89588,MCH9105,USR81589,MCH8162,True,True,True,11310.86,False,11310.86,False,2026-01-20 06:52:48,2026-01-28 00:00:00,True,2026-02-02 00:00:00,2026-02-28 00:00:00,False,5.0,False,26.0,extra amount deducted,WRONG_AMOUNT,False,,Merchant service was not delivered after payment.,LOW,REJECTED,False,IVR,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002683,TXN00004094,LINKED,USR73891,MCH8154,USR15311,MCH9189,True,True,False,2519.45,False,23222.2,False,2026-01-27 00:25:12,2026-01-08 00:00:00,True,2026-01-06 00:00:00,2026-01-21 00:00:00,True,,False,15.0,incorrect amount,WRONG_AMOUNT,False,,Suspicious high-value payment disputed by customer.,HIGH,IN_PROGRESS,True,IVR,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002792,TXN00005061,LINKED,USR22154,MCH9022,USR21627,MCH9592,True,True,False,1535.65,False,23322.36,False,2026-03-17 02:26:58,2026-02-28 13:16:03,True,2026-03-02 00:00:00,2026-03-30 00:00:00,False,1.45,False,28.0,account hacked,ACCOUNT_TAKEOVER,True,,Customer says amount was debited twice.,HIGH,REJECTED,False,Chatbot,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000594,TXN00065742,TXN_NOT_FOUND,USR32980,MCH7020,USR32980,MCH7020,False,False,False,470.0,False,,False,,2026-02-19 00:00:00,False,,2026-02-24 00:00:00,False,,False,,Merchant Not Delivered,NOT_DELIVERED,False,,Suspicious high-value payment disputed by customer.,MEDIUM,CLOSED,False,Email,,Department Stores,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001247,TXN00003165,LINKED,USR41524,MCH2342,USR69890,MCH3877,True,True,False,2714.54,False,1414.0,True,2026-02-19 06:07:46,2026-01-04 00:00:00,True,2026-01-09 00:00:00,2026-02-03 00:00:00,False,5.0,False,25.0,scam,FRAUD_SUSPECTED,True,,Suspicious high-value payment disputed by customer.,MEDIUM,RESOLVED,False,Call Center,SUCCESS,Pharmacy,IN_REVIEW,LOW
CBK0000566,TXN00000086,LINKED,USR11727,MCH4948,USR25429,MCH3099,True,True,False,411.83,False,8136.33,False,2026-01-08 17:55:43,2026-02-23 00:00:00,True,2026-02-24 02:13:00,2026-03-15 00:00:00,False,1.09,False,18.91,unauth txn,UNAUTHORIZED_TXN,True,,User says UPI PIN was not entered by them.,HIGH,REJECTED,False,Chatbot,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002764,TXN00014418,LINKED,USR71468,MCH6403,USR83064,MCH4070,True,True,False,1393.43,False,15525.65,False,2026-02-06 08:59:07,2026-03-03 00:00:00,True,2026-03-05 00:00:00,,False,2.0,False,,Service Not Provided,SERVICE_NOT_PROVIDED,False,,Customer complaint text unclear due to poor call center notes.,MEDIUM,PENDING_BANK,True,Email,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000023,TXN00001464,LINKED,USR92751,MCH2757,USR54217,MCH6682,True,True,False,1112.83,False,16449.55,False,2026-02-07 05:49:12,2026-03-14 00:00:00,True,2026-04-13 00:00:00,2026-04-16 00:00:00,False,30.0,False,3.0,Merchant Not Delivered,NOT_DELIVERED,False,,Merchant service was not delivered after payment.,MEDIUM,RESOLVED,False,IVR,SUCCESS,Grocery,VERIFIED,LOW
CBK0000361,TXN00012527,LINKED,USR24926,MCH7438,USR77658,MCH5009,True,True,False,2311.0,False,326.32,True,2026-02-17 06:08:44,2026-02-14 00:00:00,True,2026-02-16 18:13:57,,False,2.76,False,,Duplicate Debit,DUPLICATE_DEBIT,False,,User claims account was compromised before transaction.,LOW,CLOSED,False,IVR,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002544,TXN00018727,LINKED,USR27888,MCH5076,USR38370,MCH3532,True,True,False,10161.06,False,775.3,True,2026-01-14 07:32:22,2026-03-20 01:26:11,True,2026-03-25 00:00:00,2026-04-24 20:26:11,False,4.94,False,30.85,delivery issue,NOT_DELIVERED,False,,Merchant service was not delivered after payment.,HIGH,OPEN,True,Chatbot,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000430,TXN00018881,LINKED,USR47299,MCH3382,USR65839,MCH4067,True,True,False,2108.9,False,137.0,True,2026-02-04 19:53:12,2026-02-11 03:20:31,True,2026-02-26 00:00:00,2026-03-23 06:20:31,False,14.86,False,25.26,fraud,FRAUD_SUSPECTED,True,urgent,Merchant service was not delivered after payment.,HIGH,IN_PROGRESS,True,IVR,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001264,TXN00008143,LINKED,USR92737,MCH4183,USR49678,MCH7933,True,True,False,240.64,False,16124.95,False,2026-01-18 17:02:22,2026-03-22 17:21:29,True,2026-03-25 22:21:00,,False,3.21,False,,unauth txn,UNAUTHORIZED_TXN,True,,Merchant service was not delivered after payment.,LOW,OPEN,True,IVR,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001919,TXN00005826,LINKED,USR72795,MCH2259,USR92621,MCH5875,True,True,False,1770.58,False,9036.79,False,2026-01-23 00:00:00,2026-01-31 00:00:00,True,2026-02-04 14:03:00,2026-02-08 00:00:00,False,4.59,False,3.41,login compromised,ACCOUNT_TAKEOVER,True,,Merchant service was not delivered after payment.,CRITICAL,REJECTED,False,IVR,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000069,TXN00002744,LINKED,USR21384,MCH4252,USR64997,MCH9444,True,True,False,840.07,False,3528.67,False,2026-02-28 11:49:04,2026-01-15 01:24:40,True,,2026-02-11 00:00:00,False,,False,,delivery issue,NOT_DELIVERED,False,,User claims account was compromised before transaction.,CRITICAL,IN_PROGRESS,True,Email,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001760,TXN00017025,LINKED,USR79110,MCH1320,USR82580,MCH6022,True,True,True,19735.18,False,19735.18,False,2026-01-21 08:47:00,2026-01-21 08:47:00,False,2026-03-24 23:17:18,,False,62.6,False,,FRAUD,FRAUD_SUSPECTED,True,,User says UPI PIN was not entered by them.,LOW,RESOLVED,False,IVR,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002232,TXN00009269,LINKED,USR99886,MCH1941,USR26753,MCH9221,True,True,False,385.53,False,3658.96,False,2026-02-16 00:00:00,2026-01-26 19:24:45,True,2026-01-29 17:24:45,,False,2.92,False,,Merchant Not Delivered,NOT_DELIVERED,False,,Payment made to unknown merchant as per customer statement.,MEDIUM,CLOSED,False,Chatbot,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002798,TXN00066039,TXN_NOT_FOUND,USR24087,MCH6965,USR24087,MCH6965,False,False,False,1372.0,False,,False,,2026-01-14 00:00:00,False,2026-01-22 06:27:51,2026-02-09 00:00:00,False,8.27,False,17.73,Service Not Provided,SERVICE_NOT_PROVIDED,False,,User reports money deducted but merchant denies receiving payment.,LOW,RESOLVED,False,Chatbot,,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000080,TXN00007630,LINKED,USR70905,MCH7833,USR84869,MCH7595,True,True,False,963.14,False,18769.22,False,2026-01-02 11:48:23,2026-01-11 19:35:00,True,2026-01-12 06:35:00,2026-01-24 00:00:00,False,0.46,False,11.73,Duplicate Debit,DUPLICATE_DEBIT,False,,User claims account was compromised before transaction.,LOW,IN_PROGRESS,True,Branch,SUCCESS,Grocery,VERIFIED,LOW
CBK0000789,TXN00006632,LINKED,USR56899,MCH7296,USR85582,MCH3403,True,True,False,4124.85,False,3468.56,True,2026-01-17 20:38:04,2026-03-28 00:00:00,True,2026-04-03 00:00:00,,False,6.0,False,,fraud,FRAUD_SUSPECTED,True,,Merchant service was not delivered after payment.,LOW,IN_PROGRESS,True,Email,SUCCESS,Unknown,VERIFIED,HIGH
CBK0002564,TXN00013473,LINKED,USR78994,MCH2383,USR36784,MCH4042,True,True,False,2485.28,False,6271.11,False,2026-02-17 22:39:27,2026-02-16 02:17:00,False,2026-02-26 00:00:00,2026-03-04 00:00:00,False,9.9,False,6.0,Customer Dispute,GENERAL_DISPUTE,False,,Customer says amount was debited twice.,MEDIUM,PENDING_BANK,True,Chatbot,PENDING,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000359,TXN00014970,LINKED,USR35935,MCH3100,USR77147,MCH7497,True,True,False,3336.7,False,15075.09,False,2026-03-08 00:00:00,2026-03-08 00:00:00,False,2026-02-20 00:00:00,2026-03-12 18:19:47,True,,False,20.76,Account Takeover,ACCOUNT_TAKEOVER,True,,User reports money deducted but merchant denies receiving payment.,MEDIUM,IN_PROGRESS,True,Chatbot,FAILED,Transportation,VERIFIED,LOW
CBK0002003,TXN00015085,LINKED,USR71636,MCH4256,USR56369,MCH4665,True,True,False,956.46,True,6131.03,False,2026-03-04 12:35:50,2026-01-16 00:00:00,True,2026-01-18 06:11:00,2026-02-09 00:00:00,False,2.26,False,21.74,Merchant Not Delivered,NOT_DELIVERED,False,,Suspicious high-value payment disputed by customer.,MEDIUM,IN_PROGRESS,True,App,SUCCESS,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002463,TXN00014364,LINKED,USR87498,MCH4089,USR41097,MCH5623,True,True,False,2489.04,False,21416.0,False,2026-03-23 09:50:13,2026-01-19 00:00:00,True,2026-01-21 17:18:16,2026-02-11 00:00:00,False,2.72,False,20.28,suspicious transaction,FRAUD_SUSPECTED,True,,Customer says amount was debited twice.,LOW,RESOLVED,False,Chatbot,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001171,TXN00006955,LINKED,USR26685,MCH3901,USR24029,MCH2105,True,True,False,1336.86,False,20486.76,False,2026-03-08 14:35:50,2026-03-08 14:35:50,False,2026-02-16 16:57:27,2026-02-19 00:00:00,True,,False,2.29,ATO,ACCOUNT_TAKEOVER,True,,Payment made to unknown merchant as per customer statement.,LOW,OPEN,True,Chatbot,SUCCESS,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002716,TXN00003119,LINKED,USR34955,MCH8691,USR52907,MCH7013,True,True,False,1198.29,False,6216.92,False,2026-03-22 03:06:53,2026-03-22 03:06:53,False,2026-02-24 21:58:58,,True,,False,,suspicious transaction,FRAUD_SUSPECTED,True,,Payment made to unknown merchant as per customer statement.,LOW,CLOSED,False,Email,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001839,TXN00004638,LINKED,USR67862,MCH8953,USR58348,MCH9413,True,True,False,1651.94,False,16561.22,False,2026-02-13 21:13:01,2026-02-12 09:49:00,False,2026-02-12 11:49:00,2026-02-17 00:00:00,False,0.08,False,4.51,extra amount deducted,WRONG_AMOUNT,False,,User reports money deducted but merchant denies receiving payment.,HIGH,IN_PROGRESS,True,Email,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002314,TXN00014145,LINKED,USR21162,MCH2383,USR42221,MCH6068,True,True,False,3888.0,False,12788.0,False,2026-02-07 00:32:11,2026-03-09 00:00:00,True,2026-03-10 21:03:16,2026-04-07 00:00:00,False,1.88,False,27.12,suspicious transaction,FRAUD_SUSPECTED,True,,Complaint received after multiple failed attempts.,LOW,CLOSED,False,IVR,SUCCESS,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000406,TXN00007974,LINKED,USR33394,MCH3064,USR60585,MCH7695,True,True,False,4101.89,False,22647.18,False,2026-03-14 14:43:22,2026-03-14 14:43:22,False,2026-03-11 00:00:00,2026-03-20 06:27:39,True,,False,9.27,Wrong Amount,WRONG_AMOUNT,False,,User claims account was compromised before transaction.,LOW,OPEN,True,IVR,FAILED,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002718,TXN00013934,LINKED,USR84084,MCH7370,USR77709,MCH5422,True,True,False,7727.87,False,24508.25,False,2026-02-01 05:54:08,2026-02-20 00:00:00,True,2026-03-22 23:15:17,2026-04-04 00:00:00,False,30.97,False,12.03,Account Takeover,ACCOUNT_TAKEOVER,True,,User claims account was compromised before transaction.,LOW,OPEN,True,IVR,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002400,TXN00015733,LINKED,USR87357,MCH9878,USR73203,MCH4921,True,True,False,2313.86,False,23068.15,False,2026-01-12 10:38:46,2026-01-22 00:00:00,True,2026-01-25 00:00:00,2026-02-22 00:00:00,False,3.0,False,28.0,UNAUTHORISED,UNAUTHORIZED_TXN,True,,Customer complaint text unclear due to poor call center notes.,MEDIUM,CLOSED,False,IVR,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002758,,MISSING_TXN_ID,USR60667,MCH2383,USR60667,MCH2383,False,False,False,1225.29,False,,False,,2026-03-23 06:19:08,False,2026-03-25 00:00:00,2026-04-13 00:00:00,False,1.74,False,19.0,fraud,FRAUD_SUSPECTED,True,,Payment made to unknown merchant as per customer statement.,MEDIUM,IN_PROGRESS,True,Branch,,Telecom,VERIFIED,MEDIUM
CBK0002250,TXN00008645,LINKED,USR60783,MCH8613,USR84883,MCH5530,True,True,False,5443.5,False,13409.45,False,2026-03-15 02:14:41,2026-01-12 12:57:11,True,2026-01-19 00:00:00,,False,6.46,False,,Unauthorized Transaction,UNAUTHORIZED_TXN,True,,Payment made to unknown merchant as per customer statement.,HIGH,CLOSED,False,Call Center,SUCCESS,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000661,TXN00012553,LINKED,USR87727,MCH8876,USR89133,MCH5491,True,True,False,901.62,False,7242.0,False,2026-02-16 17:05:03,2026-01-21 17:03:00,True,2026-01-23 00:00:00,2026-02-15 06:03:00,False,1.29,False,23.25,no service,SERVICE_NOT_PROVIDED,False,,User claims account was compromised before transaction.,LOW,RESOLVED,False,IVR,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001020,TXN00084758,TXN_NOT_FOUND,USR36590,MCH1368,USR36590,MCH1368,False,False,False,,False,,False,,2026-02-23 00:00:00,False,2026-02-26 00:00:00,2026-03-15 00:00:00,False,3.0,False,17.0,Service Not Provided,SERVICE_NOT_PROVIDED,False,,User says UPI PIN was not entered by them.,HIGH,OPEN,True,IVR,,Unknown,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002104,TXN00006293,LINKED,USR48479,MCH8779,USR54588,MCH3362,True,True,False,2214.27,False,23793.04,False,2026-03-17 12:46:32,2026-01-08 00:00:00,True,2026-01-19 00:00:00,,False,11.0,False,,DUP_DEBIT,DUPLICATE_DEBIT,False,,Complaint received after multiple failed attempts.,LOW,REJECTED,False,Branch,SUCCESS,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002572,TXN00002760,LINKED,USR49176,MCH2925,USR38441,MCH2180,True,True,False,1345.79,False,1564.0,False,2026-01-17 04:18:37,2026-01-15 14:26:16,True,2026-01-30 00:00:00,2026-02-09 00:00:00,False,14.4,False,10.0,unauth txn,UNAUTHORIZED_TXN,True,,User says UPI PIN was not entered by them.,LOW,RESOLVED,False,IVR,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
